criterion,tensor(1242.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,0.0,69.0,220.0,301.0,379.0,459.0,462.0,500.0,562.0,646.0,812.0,1032.0,1131.0,1134.0,1146.0
job 1,124.0,252.0,365.0,412.0,427.0,708.0,859.0,915.0,933.0,958.0,1043.0,1069.0,1099.0,1112.0,1220.0
job 2,0.0,62.0,109.0,202.0,256.0,307.0,464.0,535.0,631.0,650.0,683.0,727.0,798.0,1102.0,1111.0
job 3,0.0,33.0,115.0,315.0,356.0,452.0,508.0,519.0,562.0,728.0,800.0,812.0,866.0,958.0,961.0
job 4,135.0,171.0,220.0,230.0,273.0,516.0,614.0,633.0,698.0,735.0,798.0,888.0,899.0,1023.0,1206.0
job 5,0.0,83.0,115.0,299.0,312.0,515.0,609.0,645.0,721.0,770.0,800.0,877.0,1043.0,1075.0,1148.0
job 6,83.0,237.0,315.0,336.0,363.0,518.0,561.0,596.0,614.0,630.0,767.0,839.0,933.0,1107.0,1145.0
job 7,0.0,105.0,242.0,363.0,427.0,535.0,698.0,748.0,786.0,901.0,955.0,1047.0,1102.0,1135.0,1206.0
job 8,0.0,150.0,163.0,251.0,399.0,485.0,517.0,614.0,662.0,830.0,953.0,1047.0,1069.0,1134.0,1193.0
job 9,0.0,78.0,82.0,162.0,250.0,299.0,385.0,469.0,550.0,650.0,722.0,740.0,763.0,899.0,1209.0
job 10,69.0,121.0,171.0,312.0,379.0,452.0,457.0,527.0,646.0,735.0,770.0,870.0,877.0,931.0,1023.0
job 11,0.0,78.0,136.0,207.0,250.0,251.0,342.0,485.0,534.0,645.0,822.0,1114.0,1123.0,1147.0,1193.0
job 12,0.0,38.0,124.0,234.0,273.0,426.0,516.0,609.0,721.0,820.0,856.0,913.0,977.0,1035.0,1131.0
job 13,33.0,138.0,272.0,365.0,457.0,534.0,633.0,708.0,798.0,838.0,915.0,926.0,973.0,1069.0,1138.0
job 14,62.0,135.0,147.0,163.0,234.0,246.0,293.0,380.0,464.0,588.0,646.0,839.0,977.0,1067.0,1135.0
