criterion,tensor(1244.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,0.0,86.0,218.0,368.0,442.0,507.0,618.0,689.0,714.0,812.0,861.0,904.0,912.0,1078.0,1099.0
job 1,0.0,68.0,128.0,166.0,202.0,333.0,411.0,448.0,476.0,538.0,632.0,697.0,728.0,766.0,1097.0
job 2,0.0,157.0,224.0,320.0,412.0,527.0,624.0,684.0,772.0,848.0,910.0,932.0,1011.0,1049.0,1153.0
job 3,86.0,325.0,339.0,412.0,509.0,545.0,561.0,639.0,713.0,899.0,967.0,1049.0,1139.0,1197.0,1204.0
job 4,35.0,128.0,180.0,295.0,308.0,327.0,371.0,442.0,693.0,712.0,831.0,916.0,1024.0,1107.0,1202.0
job 5,0.0,62.0,122.0,248.0,367.0,385.0,457.0,565.0,697.0,755.0,796.0,853.0,916.0,1002.0,1085.0
job 6,65.0,166.0,243.0,333.0,367.0,411.0,420.0,428.0,495.0,565.0,635.0,912.0,1016.0,1078.0,1163.0
job 7,0.0,93.0,157.0,308.0,427.0,497.0,639.0,689.0,712.0,814.0,835.0,894.0,906.0,947.0,967.0
job 8,232.0,325.0,411.0,490.0,559.0,650.0,748.0,811.0,859.0,927.0,940.0,1004.0,1087.0,1148.0,1172.0
job 9,0.0,5.0,40.0,234.0,320.0,556.0,567.0,635.0,772.0,835.0,899.0,975.0,1069.0,1086.0,1202.0
job 10,0.0,40.0,82.0,144.0,228.0,308.0,368.0,458.0,501.0,542.0,684.0,714.0,748.0,798.0,1086.0
job 11,60.0,83.0,264.0,327.0,356.0,476.0,608.0,628.0,636.0,708.0,850.0,889.0,975.0,983.0,1016.0
job 12,0.0,28.0,62.0,65.0,166.0,249.0,332.0,356.0,428.0,509.0,588.0,808.0,851.0,853.0,927.0
job 13,5.0,212.0,305.0,352.0,459.0,533.0,556.0,628.0,690.0,767.0,831.0,891.0,988.0,1100.0,1172.0
job 14,0.0,68.0,180.0,218.0,242.0,326.0,386.0,458.0,459.0,550.0,660.0,772.0,839.0,1040.0,1070.0
