criterion,tensor(1282.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,5.0,99.0,308.0,528.0,581.0,607.0,622.0,687.0,769.0,779.0,806.0,899.0,991.0,1127.0,1199.0
job 1,0.0,94.0,125.0,309.0,435.0,492.0,570.0,578.0,668.0,777.0,856.0,902.0,987.0,1008.0,1123.0
job 2,0.0,117.0,303.0,366.0,523.0,578.0,741.0,762.0,782.0,836.0,904.0,986.0,1006.0,1120.0,1155.0
job 3,177.0,250.0,273.0,358.0,399.0,452.0,683.0,763.0,856.0,888.0,979.0,1009.0,1065.0,1107.0,1251.0
job 4,0.0,78.0,101.0,122.0,182.0,218.0,273.0,445.0,579.0,658.0,822.0,991.0,1033.0,1085.0,1155.0
job 5,0.0,93.0,175.0,263.0,333.0,349.0,380.0,445.0,528.0,606.0,687.0,874.0,961.0,1023.0,1065.0
job 6,0.0,18.0,93.0,113.0,117.0,388.0,473.0,492.0,546.0,768.0,904.0,947.0,971.0,1033.0,1180.0
job 7,0.0,125.0,177.0,213.0,263.0,400.0,544.0,643.0,705.0,779.0,912.0,1040.0,1177.0,1180.0,1237.0
job 8,0.0,91.0,122.0,218.0,309.0,322.0,419.0,501.0,721.0,856.0,912.0,1083.0,1091.0,1157.0,1260.0
job 9,0.0,32.0,91.0,121.0,199.0,240.0,333.0,450.0,539.0,617.0,705.0,799.0,979.0,1061.0,1087.0
job 10,218.0,356.0,399.0,400.0,408.0,499.0,579.0,668.0,717.0,749.0,777.0,915.0,1009.0,1023.0,1163.0
job 11,0.0,49.0,92.0,167.0,218.0,269.0,272.0,356.0,390.0,418.0,492.0,561.0,607.0,1085.0,1143.0
job 12,29.0,240.0,302.0,399.0,419.0,490.0,523.0,556.0,633.0,683.0,774.0,822.0,912.0,987.0,1083.0
job 13,0.0,28.0,74.0,125.0,250.0,269.0,358.0,417.0,658.0,721.0,774.0,856.0,886.0,1156.0,1197.0
job 14,182.0,302.0,324.0,456.0,490.0,527.0,561.0,643.0,769.0,774.0,782.0,953.0,1040.0,1157.0,1177.0
