criterion,tensor(1244.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,5.0,99.0,215.0,225.0,293.0,319.0,358.0,423.0,701.0,733.0,760.0,853.0,945.0,1081.0,1161.0
job 1,141.0,236.0,278.0,412.0,488.0,574.0,652.0,660.0,688.0,779.0,858.0,876.0,927.0,970.0,1104.0
job 2,0.0,222.0,390.0,480.0,638.0,688.0,767.0,788.0,794.0,848.0,945.0,1027.0,1047.0,1086.0,1167.0
job 3,146.0,219.0,242.0,417.0,447.0,500.0,641.0,703.0,796.0,840.0,931.0,961.0,1020.0,1069.0,1232.0
job 4,0.0,131.0,217.0,238.0,298.0,361.0,390.0,528.0,627.0,706.0,784.0,945.0,987.0,1039.0,1121.0
job 5,117.0,146.0,244.0,337.0,407.0,423.0,463.0,528.0,611.0,689.0,858.0,908.0,1011.0,1073.0,1087.0
job 6,0.0,18.0,93.0,127.0,131.0,447.0,545.0,564.0,618.0,794.0,916.0,959.0,995.0,1032.0,1152.0
job 7,0.0,65.0,117.0,126.0,175.0,236.0,313.0,413.0,485.0,512.0,574.0,581.0,853.0,856.0,938.0
job 8,0.0,91.0,121.0,222.0,313.0,326.0,491.0,573.0,706.0,796.0,852.0,937.0,945.0,1119.0,1217.0
job 9,0.0,32.0,91.0,121.0,181.0,222.0,271.0,337.0,500.0,611.0,715.0,847.0,931.0,1086.0,1214.0
job 10,0.0,175.0,216.0,239.0,267.0,358.0,549.0,652.0,701.0,733.0,761.0,877.0,970.0,1117.0,1152.0
job 11,0.0,49.0,126.0,236.0,244.0,298.0,366.0,450.0,484.0,512.0,572.0,644.0,689.0,1039.0,1097.0
job 12,0.0,65.0,127.0,242.0,262.0,295.0,328.0,361.0,438.0,488.0,568.0,742.0,945.0,1027.0,1123.0
job 13,0.0,28.0,90.0,141.0,219.0,328.0,430.0,489.0,784.0,847.0,865.0,908.0,1014.0,1097.0,1151.0
job 14,301.0,358.0,438.0,515.0,581.0,618.0,699.0,767.0,840.0,876.0,884.0,927.0,1014.0,1097.0,1117.0
