criterion,tensor(1259.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,0.0,86.0,146.0,270.0,416.0,481.0,575.0,662.0,687.0,785.0,851.0,894.0,924.0,1093.0,1114.0
job 1,0.0,68.0,128.0,188.0,224.0,329.0,364.0,401.0,440.0,502.0,649.0,740.0,751.0,780.0,1120.0
job 2,0.0,33.0,100.0,208.0,299.0,554.0,635.0,695.0,783.0,862.0,924.0,946.0,1049.0,1087.0,1167.0
job 3,86.0,166.0,224.0,322.0,410.0,434.0,453.0,531.0,649.0,702.0,787.0,959.0,1114.0,1199.0,1206.0
job 4,0.0,93.0,145.0,208.0,221.0,240.0,285.0,412.0,471.0,789.0,853.0,939.0,1047.0,1122.0,1217.0
job 5,0.0,62.0,122.0,234.0,312.0,502.0,574.0,662.0,731.0,789.0,830.0,876.0,939.0,1015.0,1098.0
job 6,65.0,166.0,364.0,454.0,488.0,532.0,537.0,545.0,570.0,646.0,702.0,800.0,1031.0,1093.0,1178.0
job 7,0.0,128.0,192.0,376.0,491.0,558.0,676.0,699.0,704.0,849.0,868.0,927.0,939.0,980.0,991.0
job 8,246.0,356.0,402.0,454.0,545.0,636.0,738.0,801.0,871.0,982.0,995.0,1024.0,1107.0,1163.0,1187.0
job 9,11.0,16.0,51.0,402.0,431.0,519.0,522.0,689.0,787.0,850.0,914.0,990.0,1084.0,1101.0,1217.0
job 10,93.0,146.0,208.0,299.0,367.0,440.0,467.0,519.0,608.0,649.0,695.0,704.0,748.0,830.0,1101.0
job 11,60.0,83.0,250.0,285.0,295.0,429.0,635.0,682.0,731.0,789.0,902.0,941.0,990.0,998.0,1031.0
job 12,0.0,28.0,62.0,100.0,180.0,284.0,343.0,367.0,659.0,740.0,938.0,982.0,1038.0,1040.0,1087.0
job 13,0.0,115.0,208.0,317.0,532.0,636.0,659.0,682.0,700.0,789.0,853.0,913.0,1011.0,1114.0,1187.0
job 14,0.0,68.0,166.0,204.0,228.0,312.0,359.0,431.0,432.0,523.0,608.0,868.0,939.0,959.0,1084.0
