criterion,tensor(1256.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,0.0,86.0,146.0,156.0,264.0,384.0,478.0,549.0,574.0,672.0,721.0,764.0,843.0,1041.0,1074.0
job 1,0.0,68.0,208.0,254.0,291.0,462.0,520.0,557.0,585.0,647.0,805.0,870.0,904.0,933.0,1127.0
job 2,0.0,33.0,100.0,207.0,298.0,381.0,462.0,590.0,678.0,703.0,765.0,787.0,924.0,994.0,1034.0
job 3,86.0,128.0,181.0,354.0,442.0,479.0,495.0,573.0,650.0,828.0,896.0,1003.0,1139.0,1197.0,1204.0
job 4,35.0,156.0,215.0,278.0,291.0,310.0,385.0,460.0,522.0,660.0,720.0,836.0,935.0,1008.0,1103.0
job 5,0.0,62.0,122.0,234.0,250.0,319.0,391.0,479.0,548.0,606.0,733.0,935.0,998.0,1077.0,1160.0
job 6,65.0,166.0,278.0,442.0,476.0,520.0,525.0,565.0,590.0,660.0,765.0,887.0,979.0,1041.0,1126.0
job 7,0.0,128.0,192.0,478.0,534.0,606.0,721.0,790.0,791.0,887.0,906.0,998.0,1042.0,1083.0,1126.0
job 8,246.0,339.0,391.0,497.0,534.0,643.0,733.0,796.0,836.0,934.0,1008.0,1024.0,1107.0,1160.0,1220.0
job 9,11.0,146.0,181.0,250.0,264.0,466.0,476.0,597.0,701.0,764.0,828.0,904.0,998.0,1015.0,1103.0
job 10,0.0,35.0,77.0,139.0,246.0,343.0,370.0,473.0,519.0,672.0,733.0,796.0,830.0,962.0,1015.0
job 11,60.0,83.0,456.0,495.0,505.0,585.0,708.0,764.0,772.0,881.0,979.0,1024.0,1056.0,1106.0,1140.0
job 12,0.0,28.0,62.0,100.0,142.0,284.0,391.0,415.0,943.0,1034.0,1062.0,1107.0,1149.0,1156.0,1196.0
job 13,0.0,298.0,415.0,522.0,581.0,643.0,678.0,701.0,713.0,870.0,934.0,994.0,1091.0,1127.0,1184.0
job 14,0.0,68.0,208.0,246.0,270.0,354.0,401.0,473.0,474.0,565.0,742.0,830.0,904.0,969.0,1180.0
