criterion,tensor(1248.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,5.0,99.0,215.0,422.0,475.0,501.0,516.0,581.0,673.0,705.0,732.0,849.0,942.0,1091.0,1165.0
job 1,0.0,219.0,250.0,408.0,474.0,546.0,663.0,671.0,678.0,780.0,859.0,877.0,928.0,1066.0,1171.0
job 2,0.0,117.0,199.0,462.0,616.0,671.0,772.0,796.0,802.0,856.0,924.0,1009.0,1029.0,1082.0,1117.0
job 3,0.0,73.0,121.0,218.0,248.0,322.0,416.0,494.0,600.0,732.0,823.0,853.0,946.0,974.0,1236.0
job 4,0.0,78.0,101.0,142.0,225.0,261.0,290.0,459.0,558.0,637.0,714.0,807.0,997.0,1049.0,1117.0
job 5,125.0,154.0,252.0,345.0,415.0,463.0,558.0,632.0,715.0,807.0,859.0,909.0,1118.0,1180.0,1194.0
job 6,0.0,18.0,93.0,113.0,117.0,426.0,497.0,516.0,784.0,869.0,942.0,985.0,1009.0,1046.0,1180.0
job 7,0.0,73.0,125.0,134.0,183.0,244.0,309.0,409.0,471.0,484.0,587.0,594.0,825.0,828.0,1029.0
job 8,0.0,91.0,122.0,218.0,309.0,322.0,516.0,713.0,796.0,874.0,930.0,1015.0,1032.0,1133.0,1221.0
job 9,0.0,32.0,91.0,121.0,199.0,240.0,279.0,345.0,434.0,512.0,600.0,874.0,919.0,1068.0,1074.0
job 10,125.0,215.0,242.0,257.0,267.0,382.0,527.0,624.0,673.0,705.0,733.0,881.0,991.0,997.0,1098.0
job 11,0.0,49.0,134.0,244.0,252.0,303.0,338.0,422.0,456.0,484.0,544.0,669.0,1015.0,1082.0,1140.0
job 12,154.0,256.0,318.0,415.0,435.0,494.0,544.0,577.0,654.0,704.0,833.0,901.0,991.0,1066.0,1185.0
job 13,0.0,28.0,74.0,125.0,250.0,303.0,392.0,516.0,637.0,715.0,733.0,750.0,823.0,985.0,1161.0
job 14,85.0,240.0,340.0,392.0,426.0,471.0,704.0,823.0,896.0,901.0,909.0,928.0,1015.0,1098.0,1118.0
