criterion,4319.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,439.0,1575.0,1662.0,2218.0,2271.0,2647.0,2662.0,3500.0,3582.0,3592.0,3619.0,3978.0,4070.0,4166.0,4236.0
job 1,90.0,1497.0,1703.0,1791.0,1842.0,1899.0,3492.0,3500.0,3507.0,3708.0,3803.0,3821.0,3872.0,3890.0,3989.0
job 2,0.0,101.0,475.0,1220.0,1629.0,1683.0,1899.0,1990.0,1996.0,2068.0,2136.0,2350.0,2370.0,2440.0,2475.0
job 3,0.0,73.0,96.0,126.0,156.0,246.0,485.0,543.0,863.0,1232.0,1737.0,1767.0,1823.0,1850.0,1942.0
job 4,0.0,78.0,322.0,343.0,410.0,446.0,475.0,1042.0,1141.0,1220.0,1332.0,1425.0,1467.0,1519.0,1569.0
job 5,73.0,698.0,759.0,1467.0,1537.0,1631.0,1842.0,1907.0,1990.0,2068.0,2094.0,2144.0,2231.0,2908.0,2922.0
job 6,288.0,306.0,381.0,401.0,405.0,584.0,3241.0,3366.0,3453.0,3538.0,3611.0,3654.0,3766.0,3803.0,3890.0
job 7,0.0,102.0,154.0,163.0,847.0,908.0,943.0,1042.0,1414.0,1420.0,1482.0,1489.0,1569.0,1572.0,1629.0
job 8,57.0,142.0,343.0,1141.0,1232.0,1245.0,1332.0,1414.0,1497.0,1575.0,1631.0,3475.0,3507.0,3890.0,3978.0
job 9,0.0,172.0,231.0,261.0,321.0,362.0,543.0,609.0,698.0,895.0,2094.0,2163.0,2208.0,2290.0,2296.0
job 10,0.0,90.0,117.0,238.0,246.0,1306.0,1386.0,1977.0,2290.0,2322.0,2350.0,2440.0,2533.0,2539.0,2574.0
job 11,0.0,47.0,163.0,238.0,533.0,776.0,779.0,1528.0,1716.0,2941.0,3068.0,3196.0,3241.0,3308.0,3366.0
job 12,154.0,2026.0,2727.0,2824.0,2844.0,2875.0,2908.0,2941.0,3018.0,3068.0,3148.0,3196.0,3286.0,3361.0,3457.0
job 13,0.0,90.0,359.0,410.0,485.0,652.0,2293.0,2352.0,2408.0,3457.0,3475.0,3678.0,3708.0,3724.0,3731.0
job 14,0.0,57.0,246.0,288.0,322.0,1425.0,1537.0,1605.0,1678.0,1683.0,1691.0,1703.0,1790.0,1873.0,1893.0
