criterion,tensor(1231.)
optimal,True

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,5.0,99.0,215.0,242.0,295.0,385.0,495.0,581.0,677.0,746.0,780.0,873.0,965.0,1061.0,1148.0
job 1,0.0,239.0,404.0,507.0,595.0,687.0,765.0,773.0,780.0,871.0,957.0,975.0,1029.0,1049.0,1148.0
job 2,0.0,117.0,290.0,364.0,628.0,678.0,770.0,791.0,797.0,851.0,931.0,1013.0,1033.0,1072.0,1107.0
job 3,84.0,181.0,204.0,234.0,264.0,322.0,416.0,482.0,583.0,623.0,732.0,765.0,821.0,957.0,1049.0
job 4,0.0,78.0,101.0,122.0,225.0,261.0,290.0,408.0,530.0,609.0,697.0,791.0,963.0,1015.0,1107.0
job 5,0.0,93.0,234.0,328.0,398.0,414.0,558.0,623.0,706.0,790.0,820.0,870.0,1032.0,1094.0,1108.0
job 6,0.0,18.0,93.0,113.0,117.0,438.0,508.0,527.0,594.0,685.0,784.0,950.0,975.0,1012.0,1114.0
job 7,0.0,32.0,84.0,113.0,165.0,226.0,309.0,409.0,519.0,525.0,587.0,594.0,873.0,876.0,1033.0
job 8,0.0,91.0,122.0,218.0,309.0,322.0,437.0,519.0,672.0,782.0,838.0,923.0,931.0,1099.0,1203.0
job 9,0.0,32.0,91.0,121.0,199.0,240.0,262.0,328.0,417.0,495.0,583.0,848.0,893.0,1072.0,1078.0
job 10,125.0,215.0,261.0,262.0,270.0,450.0,539.0,628.0,714.0,746.0,774.0,864.0,957.0,997.0,1050.0
job 11,0.0,49.0,93.0,226.0,264.0,317.0,320.0,404.0,438.0,466.0,526.0,652.0,697.0,790.0,848.0
job 12,157.0,240.0,320.0,417.0,437.0,506.0,539.0,572.0,652.0,702.0,816.0,864.0,954.0,1029.0,1175.0
job 13,0.0,28.0,74.0,125.0,222.0,315.0,404.0,527.0,609.0,706.0,773.0,790.0,864.0,1123.0,1131.0
job 14,182.0,302.0,322.0,404.0,445.0,482.0,702.0,773.0,848.0,853.0,861.0,880.0,967.0,1094.0,1114.0
