criterion,tensor(1240.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,5.0,99.0,215.0,225.0,290.0,316.0,331.0,467.0,701.0,733.0,760.0,886.0,978.0,1086.0,1156.0
job 1,141.0,240.0,278.0,441.0,501.0,574.0,652.0,660.0,683.0,774.0,853.0,871.0,922.0,963.0,1092.0
job 2,0.0,222.0,415.0,461.0,633.0,683.0,769.0,790.0,796.0,850.0,918.0,1000.0,1020.0,1059.0,1148.0
job 3,288.0,361.0,385.0,446.0,483.0,536.0,643.0,728.0,821.0,853.0,944.0,974.0,1030.0,1062.0,1190.0
job 4,0.0,158.0,217.0,239.0,299.0,356.0,385.0,492.0,591.0,674.0,751.0,844.0,888.0,1044.0,1094.0
job 5,117.0,146.0,293.0,381.0,451.0,467.0,591.0,656.0,739.0,844.0,870.0,920.0,1112.0,1174.0,1188.0
job 6,0.0,18.0,93.0,127.0,131.0,476.0,570.0,589.0,643.0,796.0,918.0,961.0,1007.0,1044.0,1174.0
job 7,0.0,65.0,117.0,140.0,232.0,307.0,342.0,441.0,503.0,512.0,581.0,588.0,853.0,856.0,1020.0
job 8,0.0,91.0,121.0,222.0,313.0,326.0,509.0,591.0,674.0,821.0,877.0,1000.0,1015.0,1131.0,1219.0
job 9,0.0,32.0,91.0,121.0,181.0,224.0,241.0,316.0,405.0,483.0,589.0,940.0,985.0,1067.0,1074.0
job 10,0.0,113.0,140.0,141.0,149.0,381.0,544.0,652.0,701.0,733.0,770.0,870.0,974.0,980.0,1132.0
job 11,0.0,49.0,149.0,224.0,238.0,299.0,366.0,450.0,484.0,514.0,574.0,658.0,703.0,980.0,1073.0
job 12,0.0,65.0,142.0,239.0,259.0,290.0,323.0,356.0,451.0,501.0,703.0,751.0,841.0,1008.0,1104.0
job 13,0.0,28.0,90.0,141.0,271.0,357.0,455.0,514.0,752.0,853.0,871.0,920.0,1009.0,1125.0,1156.0
job 14,85.0,142.0,165.0,323.0,357.0,413.0,701.0,769.0,842.0,871.0,879.0,922.0,1009.0,1092.0,1112.0
