criterion,tensor(1221.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,0.0,82.0,220.0,301.0,370.0,450.0,453.0,531.0,593.0,647.0,713.0,1008.0,1090.0,1093.0,1105.0
job 1,0.0,171.0,273.0,320.0,342.0,431.0,507.0,560.0,587.0,609.0,766.0,792.0,822.0,827.0,943.0
job 2,0.0,62.0,109.0,202.0,256.0,298.0,376.0,464.0,561.0,618.0,651.0,695.0,768.0,1117.0,1126.0
job 3,0.0,33.0,115.0,210.0,273.0,369.0,453.0,464.0,490.0,532.0,664.0,693.0,737.0,829.0,890.0
job 4,135.0,171.0,220.0,230.0,273.0,460.0,543.0,562.0,627.0,664.0,792.0,858.0,869.0,986.0,1193.0
job 5,0.0,83.0,126.0,169.0,235.0,330.0,490.0,730.0,808.0,900.0,930.0,1003.0,1065.0,1097.0,1149.0
job 6,83.0,132.0,256.0,303.0,330.0,369.0,422.0,468.0,483.0,499.0,736.0,871.0,909.0,1065.0,1149.0
job 7,0.0,105.0,369.0,424.0,427.0,537.0,627.0,719.0,760.0,880.0,908.0,1062.0,1117.0,1122.0,1193.0
job 8,0.0,69.0,161.0,335.0,382.0,673.0,704.0,823.0,871.0,923.0,968.0,1062.0,1084.0,1145.0,1204.0
job 9,0.0,78.0,82.0,117.0,241.0,290.0,376.0,460.0,507.0,647.0,719.0,737.0,760.0,869.0,1090.0
job 10,69.0,109.0,222.0,303.0,370.0,556.0,578.0,713.0,744.0,865.0,900.0,996.0,1003.0,1075.0,1167.0
job 11,0.0,78.0,136.0,198.0,241.0,242.0,431.0,507.0,556.0,636.0,801.0,900.0,909.0,963.0,1019.0
job 12,0.0,83.0,197.0,235.0,412.0,507.0,603.0,614.0,631.0,730.0,744.0,801.0,865.0,923.0,1064.0
job 13,33.0,243.0,329.0,422.0,495.0,556.0,618.0,693.0,783.0,823.0,900.0,941.0,968.0,1064.0,1133.0
job 14,62.0,135.0,147.0,163.0,240.0,322.0,369.0,453.0,562.0,615.0,673.0,854.0,941.0,1031.0,1099.0
