criterion,tensor(1268.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,0.0,94.0,251.0,319.0,372.0,402.0,417.0,482.0,564.0,574.0,601.0,768.0,860.0,956.0,1185.0
job 1,0.0,146.0,231.0,319.0,410.0,467.0,564.0,572.0,693.0,784.0,863.0,881.0,932.0,994.0,1182.0
job 2,0.0,179.0,413.0,478.0,643.0,693.0,747.0,783.0,789.0,910.0,978.0,1060.0,1080.0,1119.0,1154.0
job 3,177.0,264.0,287.0,317.0,347.0,490.0,610.0,668.0,832.0,864.0,955.0,985.0,1041.0,1093.0,1251.0
job 4,0.0,78.0,101.0,122.0,215.0,251.0,307.0,469.0,568.0,647.0,737.0,940.0,991.0,1113.0,1155.0
job 5,65.0,94.0,160.0,540.0,610.0,626.0,673.0,749.0,832.0,923.0,953.0,1026.0,1122.0,1184.0,1198.0
job 6,0.0,18.0,93.0,113.0,117.0,218.0,286.0,305.0,359.0,444.0,537.0,863.0,887.0,1091.0,1184.0
job 7,0.0,94.0,146.0,155.0,248.0,309.0,370.0,469.0,531.0,641.0,761.0,791.0,871.0,874.0,1080.0
job 8,0.0,85.0,122.0,218.0,322.0,335.0,422.0,517.0,710.0,788.0,844.0,929.0,937.0,1003.0,1102.0
job 9,94.0,115.0,174.0,204.0,264.0,305.0,344.0,410.0,499.0,577.0,668.0,788.0,955.0,1037.0,1043.0
job 10,74.0,204.0,290.0,291.0,307.0,398.0,503.0,592.0,641.0,673.0,701.0,830.0,985.0,1003.0,1102.0
job 11,0.0,49.0,155.0,309.0,592.0,643.0,665.0,749.0,783.0,811.0,871.0,949.0,1035.0,1102.0,1160.0
job 12,0.0,117.0,182.0,287.0,307.0,347.0,380.0,413.0,490.0,540.0,620.0,816.0,950.0,1060.0,1222.0
job 13,0.0,28.0,164.0,215.0,290.0,380.0,469.0,531.0,647.0,864.0,906.0,923.0,1019.0,1175.0,1182.0
job 14,279.0,336.0,352.0,469.0,503.0,587.0,668.0,738.0,811.0,843.0,882.0,932.0,1019.0,1102.0,1122.0
