criterion,tensor(1246.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,5.0,99.0,165.0,175.0,228.0,254.0,361.0,430.0,512.0,625.0,677.0,782.0,874.0,1078.0,1162.0
job 1,0.0,146.0,228.0,408.0,459.0,584.0,662.0,670.0,677.0,776.0,868.0,886.0,937.0,971.0,1107.0
job 2,0.0,222.0,304.0,374.0,460.0,512.0,566.0,669.0,675.0,753.0,880.0,962.0,1042.0,1091.0,1126.0
job 3,217.0,296.0,344.0,391.0,504.0,557.0,656.0,738.0,831.0,863.0,954.0,984.0,1040.0,1070.0,1222.0
job 4,0.0,78.0,101.0,276.0,336.0,374.0,403.0,526.0,625.0,704.0,785.0,878.0,984.0,1036.0,1126.0
job 5,117.0,146.0,244.0,344.0,414.0,430.0,461.0,592.0,675.0,759.0,855.0,905.0,1046.0,1108.0,1122.0
job 6,0.0,18.0,93.0,113.0,117.0,510.0,578.0,597.0,653.0,780.0,853.0,905.0,992.0,1029.0,1163.0
job 7,0.0,65.0,117.0,126.0,175.0,236.0,309.0,409.0,498.0,522.0,646.0,653.0,770.0,773.0,982.0
job 8,0.0,91.0,122.0,218.0,309.0,322.0,504.0,586.0,704.0,831.0,887.0,972.0,980.0,1116.0,1231.0
job 9,0.0,32.0,91.0,121.0,181.0,222.0,271.0,337.0,426.0,504.0,597.0,782.0,954.0,1036.0,1042.0
job 10,175.0,316.0,343.0,344.0,352.0,460.0,578.0,667.0,716.0,748.0,776.0,878.0,1036.0,1128.0,1163.0
job 11,0.0,49.0,126.0,236.0,307.0,358.0,361.0,445.0,479.0,507.0,587.0,714.0,1024.0,1091.0,1149.0
job 12,0.0,117.0,179.0,276.0,296.0,358.0,403.0,436.0,516.0,566.0,666.0,714.0,827.0,980.0,1076.0
job 13,0.0,28.0,74.0,125.0,200.0,218.0,436.0,495.0,551.0,675.0,693.0,710.0,740.0,1140.0,1148.0
job 14,85.0,304.0,332.0,421.0,461.0,551.0,714.0,782.0,855.0,860.0,868.0,937.0,1024.0,1108.0,1128.0
