criterion,tensor(1244.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,5.0,99.0,165.0,175.0,228.0,254.0,361.0,430.0,569.0,623.0,672.0,809.0,901.0,1084.0,1161.0
job 1,0.0,146.0,228.0,408.0,459.0,579.0,657.0,665.0,672.0,771.0,850.0,868.0,919.0,970.0,1096.0
job 2,0.0,222.0,304.0,344.0,523.0,665.0,719.0,740.0,746.0,862.0,930.0,1012.0,1042.0,1089.0,1124.0
job 3,217.0,299.0,344.0,459.0,504.0,557.0,654.0,738.0,831.0,863.0,954.0,984.0,1040.0,1069.0,1235.0
job 4,0.0,78.0,101.0,122.0,182.0,218.0,322.0,459.0,558.0,637.0,713.0,901.0,990.0,1042.0,1124.0
job 5,117.0,146.0,244.0,344.0,414.0,430.0,558.0,623.0,706.0,806.0,886.0,936.0,1111.0,1173.0,1187.0
job 6,0.0,18.0,93.0,113.0,117.0,391.0,471.0,512.0,653.0,746.0,819.0,862.0,886.0,943.0,1173.0
job 7,0.0,65.0,117.0,126.0,175.0,236.0,309.0,409.0,499.0,507.0,646.0,653.0,765.0,768.0,1032.0
job 8,0.0,91.0,122.0,218.0,309.0,322.0,417.0,499.0,700.0,831.0,887.0,1012.0,1025.0,1091.0,1220.0
job 9,0.0,32.0,91.0,121.0,181.0,222.0,271.0,337.0,426.0,504.0,592.0,778.0,954.0,1036.0,1042.0
job 10,218.0,316.0,343.0,344.0,352.0,472.0,573.0,662.0,711.0,743.0,771.0,877.0,984.0,990.0,1129.0
job 11,0.0,49.0,126.0,236.0,307.0,358.0,361.0,445.0,479.0,507.0,740.0,832.0,1006.0,1073.0,1131.0
job 12,0.0,117.0,182.0,279.0,299.0,358.0,391.0,424.0,516.0,566.0,661.0,719.0,823.0,1020.0,1192.0
job 13,0.0,28.0,74.0,125.0,200.0,218.0,424.0,490.0,637.0,706.0,821.0,936.0,1073.0,1089.0,1154.0
job 14,279.0,336.0,430.0,489.0,523.0,560.0,586.0,743.0,816.0,868.0,876.0,919.0,1006.0,1091.0,1111.0
