criterion,tensor(1254.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,0.0,69.0,150.0,231.0,403.0,511.0,514.0,552.0,662.0,731.0,802.0,1040.0,1127.0,1130.0,1142.0
job 1,0.0,109.0,160.0,207.0,227.0,316.0,426.0,548.0,582.0,680.0,765.0,791.0,827.0,955.0,1082.0
job 2,160.0,230.0,277.0,370.0,435.0,473.0,551.0,622.0,718.0,737.0,770.0,814.0,885.0,1062.0,1071.0
job 3,0.0,33.0,316.0,396.0,426.0,522.0,718.0,729.0,755.0,867.0,963.0,975.0,985.0,1086.0,1133.0
job 4,0.0,38.0,87.0,115.0,158.0,227.0,594.0,613.0,678.0,770.0,885.0,975.0,986.0,1136.0,1225.0
job 5,0.0,83.0,207.0,213.0,239.0,339.0,436.0,472.0,685.0,731.0,899.0,1031.0,1093.0,1125.0,1182.0
job 6,83.0,129.0,207.0,228.0,255.0,272.0,329.0,373.0,388.0,432.0,590.0,903.0,932.0,1117.0,1177.0
job 7,0.0,105.0,235.0,336.0,370.0,385.0,478.0,737.0,775.0,824.0,849.0,884.0,968.0,973.0,1225.0
job 8,0.0,316.0,329.0,385.0,432.0,551.0,725.0,855.0,903.0,928.0,968.0,1064.0,1104.0,1172.0,1231.0
job 9,0.0,78.0,82.0,117.0,269.0,318.0,364.0,448.0,494.0,590.0,662.0,680.0,703.0,799.0,1122.0
job 10,69.0,213.0,255.0,336.0,473.0,522.0,566.0,662.0,685.0,767.0,802.0,917.0,924.0,1044.0,1136.0
job 11,0.0,87.0,158.0,226.0,269.0,299.0,396.0,518.0,567.0,647.0,849.0,1031.0,1040.0,1093.0,1130.0
job 12,0.0,83.0,197.0,278.0,316.0,399.0,472.0,494.0,729.0,828.0,842.0,899.0,973.0,1031.0,1165.0
job 13,33.0,43.0,343.0,436.0,527.0,588.0,650.0,725.0,815.0,855.0,932.0,940.0,986.0,1082.0,1151.0
job 14,36.0,109.0,121.0,207.0,278.0,326.0,373.0,457.0,541.0,604.0,662.0,797.0,975.0,1065.0,1133.0
