criterion,tensor(1257.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,110.0,227.0,308.0,389.0,451.0,531.0,534.0,572.0,634.0,688.0,842.0,951.0,1033.0,1135.0,1147.0
job 1,305.0,388.0,439.0,486.0,566.0,805.0,881.0,933.0,951.0,989.0,1074.0,1100.0,1130.0,1135.0,1235.0
job 2,36.0,121.0,168.0,293.0,348.0,386.0,464.0,582.0,688.0,707.0,740.0,784.0,898.0,1135.0,1144.0
job 3,10.0,184.0,266.0,346.0,378.0,474.0,571.0,664.0,690.0,766.0,830.0,881.0,897.0,989.0,992.0
job 4,0.0,38.0,87.0,115.0,158.0,501.0,623.0,683.0,748.0,785.0,855.0,887.0,898.0,1040.0,1211.0
job 5,0.0,83.0,115.0,124.0,266.0,534.0,628.0,678.0,754.0,800.0,830.0,937.0,1074.0,1106.0,1163.0
job 6,83.0,168.0,252.0,273.0,389.0,546.0,589.0,603.0,677.0,693.0,800.0,872.0,1042.0,1141.0,1179.0
job 7,0.0,36.0,597.0,628.0,631.0,655.0,748.0,798.0,836.0,970.0,995.0,1080.0,1135.0,1140.0,1224.0
job 8,0.0,69.0,109.0,306.0,353.0,655.0,708.0,824.0,872.0,897.0,986.0,1080.0,1102.0,1166.0,1225.0
job 9,0.0,27.0,31.0,66.0,146.0,195.0,241.0,325.0,371.0,474.0,546.0,564.0,587.0,693.0,1141.0
job 10,0.0,96.0,113.0,195.0,262.0,312.0,317.0,543.0,573.0,655.0,717.0,887.0,894.0,948.0,1040.0
job 11,31.0,109.0,167.0,262.0,305.0,325.0,467.0,548.0,597.0,690.0,891.0,1033.0,1042.0,1100.0,1124.0
job 12,0.0,38.0,146.0,189.0,229.0,312.0,348.0,371.0,388.0,487.0,501.0,558.0,622.0,933.0,1084.0
job 13,0.0,10.0,96.0,189.0,317.0,486.0,548.0,631.0,784.0,824.0,901.0,959.0,988.0,1084.0,1153.0
job 14,194.0,267.0,279.0,308.0,379.0,439.0,487.0,571.0,655.0,708.0,767.0,872.0,959.0,1067.0,1135.0
