criterion,tensor(1256.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,0.0,69.0,150.0,231.0,370.0,499.0,502.0,551.0,632.0,731.0,797.0,1022.0,1146.0,1149.0,1161.0
job 1,0.0,171.0,268.0,315.0,330.0,419.0,495.0,591.0,609.0,631.0,716.0,796.0,826.0,855.0,977.0
job 2,36.0,107.0,154.0,247.0,301.0,346.0,424.0,495.0,613.0,632.0,665.0,742.0,813.0,1132.0,1141.0
job 3,0.0,33.0,209.0,289.0,319.0,415.0,473.0,484.0,510.0,721.0,780.0,897.0,910.0,1002.0,1005.0
job 4,0.0,38.0,87.0,97.0,140.0,209.0,339.0,547.0,612.0,680.0,813.0,999.0,1010.0,1127.0,1219.0
job 5,29.0,140.0,172.0,178.0,318.0,405.0,510.0,609.0,685.0,949.0,979.0,1035.0,1097.0,1129.0,1184.0
job 6,0.0,29.0,107.0,303.0,330.0,570.0,613.0,665.0,680.0,696.0,797.0,885.0,923.0,1097.0,1181.0
job 7,0.0,105.0,197.0,330.0,333.0,348.0,410.0,758.0,799.0,907.0,932.0,1077.0,1135.0,1148.0,1219.0
job 8,0.0,150.0,301.0,348.0,405.0,690.0,721.0,837.0,885.0,910.0,983.0,1077.0,1106.0,1167.0,1226.0
job 9,0.0,78.0,82.0,117.0,197.0,246.0,424.0,508.0,554.0,686.0,758.0,776.0,799.0,903.0,1104.0
job 10,69.0,154.0,222.0,303.0,370.0,417.0,422.0,495.0,518.0,745.0,780.0,876.0,883.0,1035.0,1162.0
job 11,0.0,87.0,172.0,246.0,289.0,290.0,419.0,495.0,544.0,627.0,818.0,914.0,923.0,1008.0,1104.0
job 12,0.0,83.0,201.0,315.0,422.0,505.0,650.0,661.0,685.0,784.0,798.0,885.0,950.0,1008.0,1167.0
job 13,33.0,178.0,353.0,446.0,509.0,570.0,632.0,707.0,797.0,837.0,914.0,956.0,1010.0,1106.0,1175.0
job 14,98.0,171.0,183.0,197.0,268.0,271.0,318.0,495.0,579.0,632.0,696.0,869.0,979.0,1080.0,1148.0
