criterion,2479.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time
job 0,5.0,99.0,165.0,175.0,409.0,435.0,520.0,989.0,1071.0,1256.0,1283.0,1778.0,1942.0,2326.0,2396.0
job 1,90.0,219.0,250.0,795.0,846.0,903.0,981.0,989.0,996.0,1308.0,1829.0,1847.0,1995.0,2013.0,2322.0
job 2,0.0,101.0,183.0,241.0,327.0,377.0,431.0,638.0,769.0,1107.0,1553.0,1635.0,2026.0,2191.0,2226.0
job 3,0.0,73.0,121.0,151.0,358.0,411.0,505.0,1118.0,1266.0,1298.0,1389.0,1419.0,1667.0,1891.0,2182.0
job 4,0.0,78.0,101.0,142.0,312.0,525.0,554.0,1389.0,1488.0,1567.0,1643.0,1736.0,1778.0,2284.0,2326.0
job 5,138.0,167.0,528.0,903.0,1071.0,1087.0,1118.0,1183.0,1266.0,1344.0,1655.0,1705.0,1845.0,1907.0,1921.0
job 6,0.0,18.0,117.0,261.0,704.0,795.0,863.0,1087.0,1324.0,1409.0,1482.0,1705.0,1792.0,1870.0,2008.0
job 7,0.0,167.0,219.0,338.0,387.0,1039.0,1488.0,1784.0,1846.0,1951.0,2013.0,2020.0,2100.0,2103.0,2160.0
job 8,57.0,142.0,517.0,613.0,756.0,938.0,1025.0,1107.0,1190.0,1268.0,1475.0,1635.0,1907.0,1973.0,2167.0
job 9,0.0,32.0,91.0,121.0,265.0,505.0,973.0,1039.0,1387.0,1465.0,1553.0,1622.0,1667.0,2020.0,2038.0
job 10,0.0,90.0,117.0,303.0,318.0,448.0,646.0,981.0,1030.0,1062.0,1128.0,1370.0,1463.0,1973.0,2249.0
job 11,0.0,49.0,228.0,327.0,466.0,517.0,520.0,604.0,1081.0,1109.0,1192.0,1846.0,2100.0,2167.0,2225.0
job 12,73.0,199.0,261.0,358.0,378.0,613.0,646.0,679.0,1142.0,1409.0,1736.0,1830.0,1920.0,1995.0,2091.0
job 13,0.0,28.0,175.0,226.0,301.0,377.0,466.0,882.0,938.0,1001.0,1261.0,1278.0,2226.0,2242.0,2249.0
job 14,0.0,183.0,199.0,241.0,275.0,312.0,1074.0,1183.0,1256.0,1261.0,1643.0,1655.0,1742.0,1825.0,1845.0
